Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     Egz
Vardas82845         Pavarde82845        3       6       5       8       5       9
Vardas82846         Pavarde82846        10      3       4       1       9       6
Vardas82847         Pavarde82847        2       8       9       6       8       3
Vardas82848         Pavarde82848        9       3       1       6       7       1
Vardas82849         Pavarde82849        1       10      5       1       6       8
Vardas82850         Pavarde82850        2       8       6       3       4       7
Vardas82851         Pavarde82851        10      4       9       9       8       10
Vardas82852         Pavarde82852        3       4       6       10      3       5
Vardas82853         Pavarde82853        2       5       5       2       8       3
Vardas82854         Pavarde82854        1       5       6       9       1       5
Vardas82855         Pavarde82855        2       7       4       9       2       4
Vardas82856         Pavarde82856        3       1       4       4       9       2
Vardas82857         Pavarde82857        9       6       8       6       5       10
Vardas82858         Pavarde82858        4       1       1       3       2       2
Vardas82859         Pavarde82859        5       10      4       6       9       8
Vardas82860         Pavarde82860        5       9       6       8       1       2
Vardas82861         Pavarde82861        9       1       1       5       7       7
Vardas82862         Pavarde82862        10      1       3       3       5       7
Vardas82863         Pavarde82863        3       6       10      7       1       10
Vardas82864         Pavarde82864        9       9       6       6       2       2
Vardas82865         Pavarde82865        9       1       5       10      8       5
Vardas82866         Pavarde82866        8       1       5       8       10      2
Vardas82867         Pavarde82867        7       8       6       5       8       9
Vardas82868         Pavarde82868        6       10      4       10      4       2
Vardas82869         Pavarde82869        3       10      4       3       1       3
Vardas82870         Pavarde82870        10      6       3       8       10      3
Vardas82871         Pavarde82871        5       2       7       1       4       1
Vardas82872         Pavarde82872        2       5       1       2       4       3
Vardas82873         Pavarde82873        9       8       3       9       9       10
Vardas82874         Pavarde82874        3       9       10      1       7       5
Vardas82875         Pavarde82875        2       3       10      7       5       5
Vardas82876         Pavarde82876        9       3       9       1       3       8
Vardas82877         Pavarde82877        8       10      9       8       8       3
Vardas82878         Pavarde82878        6       6       5       4       7       7
Vardas82879         Pavarde82879        5       5       1       1       10      1
Vardas82880         Pavarde82880        5       4       1       6       6       6
Vardas82881         Pavarde82881        10      2       2       6       9       5
Vardas82882         Pavarde82882        2       3       1       3       10      4
Vardas82883         Pavarde82883        2       9       3       4       8       5
Vardas82884         Pavarde82884        10      3       10      3       10      3
Vardas82885         Pavarde82885        9       1       2       9       8       6
Vardas82886         Pavarde82886        7       8       9       6       9       10
Vardas82887         Pavarde82887        10      6       6       7       4       2
Vardas82888         Pavarde82888        1       7       2       9       1       10
Vardas82889         Pavarde82889        4       5       6       10      9       9
Vardas82890         Pavarde82890        5       6       3       1       4       3
Vardas82891         Pavarde82891        5       2       5       2       10      3
Vardas82892         Pavarde82892        7       6       2       10      8       7
Vardas82893         Pavarde82893        10      8       10      3       2       2
Vardas82894         Pavarde82894        2       5       3       5       4       3
Vardas82895         Pavarde82895        5       6       2       8       3       6
Vardas82896         Pavarde82896        2       2       8       10      4       3
Vardas82897         Pavarde82897        10      4       2       8       10      1
Vardas82898         Pavarde82898        8       10      10      5       6       5
Vardas82899         Pavarde82899        9       2       1       2       2       5
Vardas82900         Pavarde82900        2       5       4       6       7       6
Vardas82901         Pavarde82901        9       1       10      10      1       1
Vardas82902         Pavarde82902        5       7       5       9       10      1
Vardas82903         Pavarde82903        3       1       7       1       4       9
Vardas82904         Pavarde82904        9       8       4       2       2       6
Vardas82905         Pavarde82905        5       8       10      9       9       9
Vardas82906         Pavarde82906        4       3       9       10      6       2
Vardas82907         Pavarde82907        5       7       8       9       6       3
Vardas82908         Pavarde82908        7       8       3       8       5       7
Vardas82909         Pavarde82909        1       6       2       2       7       6
Vardas82910         Pavarde82910        9       10      8       9       1       5
Vardas82911         Pavarde82911        1       2       8       6       2       3
Vardas82912         Pavarde82912        1       2       7       5       2       10
Vardas82913         Pavarde82913        2       10      8       6       1       4
Vardas82914         Pavarde82914        4       4       1       8       10      5
Vardas82915         Pavarde82915        5       4       7       1       4       10
Vardas82916         Pavarde82916        3       8       6       3       8       8
Vardas82917         Pavarde82917        5       6       6       3       8       1
Vardas82918         Pavarde82918        7       5       3       6       8       4
Vardas82919         Pavarde82919        6       2       3       1       7       1
Vardas82920         Pavarde82920        8       2       5       10      2       7
Vardas82921         Pavarde82921        9       1       5       1       7       3
Vardas82922         Pavarde82922        10      2       6       7       5       10
Vardas82923         Pavarde82923        6       3       5       3       4       8
Vardas82924         Pavarde82924        9       7       6       4       8       3
Vardas82925         Pavarde82925        2       1       8       7       10      6
Vardas82926         Pavarde82926        8       1       2       9       7       7
Vardas82927         Pavarde82927        9       8       8       1       8       3
Vardas82928         Pavarde82928        10      6       1       10      3       5
Vardas82929         Pavarde82929        9       6       5       2       4       10
Vardas82930         Pavarde82930        5       9       6       8       8       1
Vardas82931         Pavarde82931        10      2       2       7       6       4
Vardas82932         Pavarde82932        9       1       2       9       4       5
Vardas82933         Pavarde82933        3       7       3       10      6       8
Vardas82934         Pavarde82934        7       10      9       9       4       3
Vardas82935         Pavarde82935        2       2       4       4       10      1
Vardas82936         Pavarde82936        10      10      5       5       9       5
Vardas82937         Pavarde82937        7       7       10      4       8       4
Vardas82938         Pavarde82938        1       5       2       1       8       4
Vardas82939         Pavarde82939        4       10      3       10      3       3
Vardas82940         Pavarde82940        3       5       5       4       8       3
Vardas82941         Pavarde82941        6       8       4       2       2       3
Vardas82942         Pavarde82942        9       2       6       2       4       7
Vardas82943         Pavarde82943        2       9       9       8       10      6
Vardas82944         Pavarde82944        3       9       7       10      6       10
Vardas82945         Pavarde82945        8       9       2       9       4       6
Vardas82946         Pavarde82946        10      9       1       8       10      9
Vardas82947         Pavarde82947        4       9       4       5       6       6
Vardas82948         Pavarde82948        9       7       3       4       4       3
Vardas82949         Pavarde82949        7       4       10      2       4       3
Vardas82950         Pavarde82950        7       4       8       3       9       6
Vardas82951         Pavarde82951        9       8       4       6       6       2
Vardas82952         Pavarde82952        10      5       7       6       4       9
Vardas82953         Pavarde82953        10      1       6       9       2       8
Vardas82954         Pavarde82954        9       9       2       5       3       10
Vardas82955         Pavarde82955        8       9       10      3       9       3
Vardas82956         Pavarde82956        2       1       7       6       2       3
Vardas82957         Pavarde82957        1       8       4       7       8       4
Vardas82958         Pavarde82958        5       3       6       7       7       5
Vardas82959         Pavarde82959        9       5       7       1       8       1
Vardas82960         Pavarde82960        6       7       7       4       5       1
Vardas82961         Pavarde82961        9       7       1       1       2       5
Vardas82962         Pavarde82962        2       6       1       2       4       4
Vardas82963         Pavarde82963        6       5       5       9       2       2
Vardas82964         Pavarde82964        6       6       4       6       10      4
Vardas82965         Pavarde82965        1       6       5       9       2       10
Vardas82966         Pavarde82966        6       9       6       5       5       5
Vardas82967         Pavarde82967        9       9       1       8       5       5
Vardas82968         Pavarde82968        5       9       7       9       4       8
Vardas82969         Pavarde82969        1       1       2       5       7       10
Vardas82970         Pavarde82970        8       3       4       4       1       6
Vardas82971         Pavarde82971        10      3       5       10      4       10
Vardas82972         Pavarde82972        3       4       5       1       2       5
Vardas82973         Pavarde82973        3       6       4       2       6       4
Vardas82974         Pavarde82974        9       9       6       10      8       1
Vardas82975         Pavarde82975        4       9       10      1       4       2
Vardas82976         Pavarde82976        3       4       1       2       7       10
Vardas82977         Pavarde82977        2       2       8       1       10      10
Vardas82978         Pavarde82978        1       9       10      9       10      2
Vardas82979         Pavarde82979        2       1       7       6       10      10
Vardas82980         Pavarde82980        6       5       5       7       4       4
Vardas82981         Pavarde82981        7       8       3       2       2       1
Vardas82982         Pavarde82982        5       8       9       8       8       6
Vardas82983         Pavarde82983        1       4       2       2       8       9
Vardas82984         Pavarde82984        1       8       5       10      9       7
Vardas82985         Pavarde82985        7       2       4       2       6       8
Vardas82986         Pavarde82986        4       7       4       3       1       1
Vardas82987         Pavarde82987        4       3       5       10      6       6
Vardas82988         Pavarde82988        5       2       1       1       3       5
Vardas82989         Pavarde82989        10      10      3       7       3       9
Vardas82990         Pavarde82990        3       3       5       4       9       3
Vardas82991         Pavarde82991        7       10      8       7       9       8
Vardas82992         Pavarde82992        6       3       7       2       9       3
Vardas82993         Pavarde82993        7       3       7       6       10      4
Vardas82994         Pavarde82994        3       10      5       8       7       8
Vardas82995         Pavarde82995        3       5       8       3       8       5
Vardas82996         Pavarde82996        9       10      10      9       7       1
Vardas82997         Pavarde82997        3       3       2       5       3       9
Vardas82998         Pavarde82998        3       9       10      7       9       7
Vardas82999         Pavarde82999        1       6       8       3       9       3
Vardas83000         Pavarde83000        1       3       4       6       8       5
Vardas83001         Pavarde83001        6       6       6       4       5       5
Vardas83002         Pavarde83002        4       6       5       8       1       5
Vardas83003         Pavarde83003        7       8       10      9       6       10
Vardas83004         Pavarde83004        10      4       1       1       6       6
Vardas83005         Pavarde83005        9       5       3       1       7       10
Vardas83006         Pavarde83006        7       5       9       10      6       5
Vardas83007         Pavarde83007        6       1       7       3       7       4
Vardas83008         Pavarde83008        1       9       2       9       7       6
Vardas83009         Pavarde83009        8       7       6       3       2       2
Vardas83010         Pavarde83010        10      4       6       6       4       10
Vardas83011         Pavarde83011        3       3       10      10      7       8
Vardas83012         Pavarde83012        10      1       7       7       2       9
Vardas83013         Pavarde83013        2       10      7       5       3       9
Vardas83014         Pavarde83014        10      9       3       8       3       7
Vardas83015         Pavarde83015        8       7       10      5       2       1
Vardas83016         Pavarde83016        5       9       6       2       7       4
Vardas83017         Pavarde83017        10      6       7       9       3       1
Vardas83018         Pavarde83018        9       8       3       6       2       6
Vardas83019         Pavarde83019        9       4       5       1       10      2
Vardas83020         Pavarde83020        1       2       4       2       1       3
Vardas83021         Pavarde83021        5       2       4       8       10      7
Vardas83022         Pavarde83022        10      2       6       1       10      8
Vardas83023         Pavarde83023        1       3       1       7       4       3
Vardas83024         Pavarde83024        8       4       8       9       10      6
Vardas83025         Pavarde83025        7       3       5       5       3       5
Vardas83026         Pavarde83026        3       4       1       6       3       6
Vardas83027         Pavarde83027        8       2       7       5       10      1
Vardas83028         Pavarde83028        4       2       8       7       10      9
Vardas83029         Pavarde83029        1       3       7       8       4       6
Vardas83030         Pavarde83030        6       5       4       4       4       6
Vardas83031         Pavarde83031        6       10      2       1       2       4
Vardas83032         Pavarde83032        2       6       9       4       3       8
Vardas83033         Pavarde83033        7       4       8       5       2       7
Vardas83034         Pavarde83034        10      7       3       10      5       6
Vardas83035         Pavarde83035        4       8       7       2       4       3
Vardas83036         Pavarde83036        10      6       4       5       9       6
Vardas83037         Pavarde83037        4       2       3       8       1       1
Vardas83038         Pavarde83038        9       10      8       4       7       2
Vardas83039         Pavarde83039        3       7       4       2       7       8
Vardas83040         Pavarde83040        3       1       5       5       3       7
Vardas83041         Pavarde83041        10      4       5       10      9       8
Vardas83042         Pavarde83042        8       4       3       2       5       4
Vardas83043         Pavarde83043        9       1       7       5       9       3
Vardas83044         Pavarde83044        4       7       6       6       5       9
Vardas83045         Pavarde83045        2       5       6       10      1       9
Vardas83046         Pavarde83046        7       9       4       9       7       3
Vardas83047         Pavarde83047        3       2       2       1       7       10
Vardas83048         Pavarde83048        1       9       6       6       1       6
Vardas83049         Pavarde83049        10      5       10      1       6       10
Vardas83050         Pavarde83050        9       5       7       9       10      6
Vardas83051         Pavarde83051        7       2       6       7       1       2
Vardas83052         Pavarde83052        8       8       3       5       7       10
Vardas83053         Pavarde83053        2       6       5       3       2       8
Vardas83054         Pavarde83054        3       7       4       4       9       5
Vardas83055         Pavarde83055        1       2       8       1       10      10
Vardas83056         Pavarde83056        7       6       6       4       6       1
Vardas83057         Pavarde83057        9       4       1       1       4       5
Vardas83058         Pavarde83058        7       10      2       9       7       7
Vardas83059         Pavarde83059        6       10      6       3       4       10
Vardas83060         Pavarde83060        3       2       6       3       9       6
Vardas83061         Pavarde83061        3       2       5       7       2       10
Vardas83062         Pavarde83062        7       5       3       9       3       1
Vardas83063         Pavarde83063        8       10      7       8       5       3
Vardas83064         Pavarde83064        10      10      7       9       4       4
Vardas83065         Pavarde83065        2       4       3       5       2       5
Vardas83066         Pavarde83066        6       6       9       6       5       6
Vardas83067         Pavarde83067        6       7       8       8       2       8
Vardas83068         Pavarde83068        10      10      10      6       1       3
Vardas83069         Pavarde83069        3       1       10      1       5       1
Vardas83070         Pavarde83070        3       9       5       2       5       9
Vardas83071         Pavarde83071        9       4       3       10      1       6
Vardas83072         Pavarde83072        9       1       4       7       7       1
Vardas83073         Pavarde83073        8       3       8       10      5       3
Vardas83074         Pavarde83074        4       8       9       1       5       7
Vardas83075         Pavarde83075        7       5       2       9       6       10
Vardas83076         Pavarde83076        1       5       6       8       8       1
Vardas83077         Pavarde83077        3       2       7       1       7       3
Vardas83078         Pavarde83078        4       4       8       7       10      10
Vardas83079         Pavarde83079        3       5       4       10      10      6
Vardas83080         Pavarde83080        2       5       10      1       2       4
Vardas83081         Pavarde83081        5       8       2       7       8       1
Vardas83082         Pavarde83082        4       6       4       6       10      4
Vardas83083         Pavarde83083        4       7       1       6       5       4
Vardas83084         Pavarde83084        8       7       7       3       7       5
Vardas83085         Pavarde83085        7       10      5       2       10      9
Vardas83086         Pavarde83086        3       9       7       6       6       4
Vardas83087         Pavarde83087        9       8       10      6       5       4
Vardas83088         Pavarde83088        10      2       7       3       3       1
Vardas83089         Pavarde83089        6       3       2       1       8       8
Vardas83090         Pavarde83090        6       4       2       7       6       1
Vardas83091         Pavarde83091        7       5       3       2       7       6
Vardas83092         Pavarde83092        6       4       2       5       10      8
Vardas83093         Pavarde83093        8       2       6       8       9       9
Vardas83094         Pavarde83094        5       1       7       6       5       4
Vardas83095         Pavarde83095        8       6       1       10      7       6
Vardas83096         Pavarde83096        2       8       10      3       5       2
Vardas83097         Pavarde83097        7       10      6       9       1       8
Vardas83098         Pavarde83098        4       1       2       6       6       1
Vardas83099         Pavarde83099        3       5       7       6       10      6
Vardas83100         Pavarde83100        9       9       3       4       8       4
Vardas83101         Pavarde83101        5       3       7       2       4       9
Vardas83102         Pavarde83102        9       9       6       7       10      4
Vardas83103         Pavarde83103        7       9       6       5       4       9
Vardas83104         Pavarde83104        8       1       7       6       7       3
Vardas83105         Pavarde83105        10      5       6       4       2       8
Vardas83106         Pavarde83106        5       7       3       9       4       10
Vardas83107         Pavarde83107        7       10      7       2       5       8
Vardas83108         Pavarde83108        7       8       3       6       5       3
Vardas83109         Pavarde83109        10      7       7       6       3       8
Vardas83110         Pavarde83110        9       4       2       2       9       6
Vardas83111         Pavarde83111        6       6       9       8       7       5
Vardas83112         Pavarde83112        5       9       4       8       7       10
Vardas83113         Pavarde83113        4       7       9       3       3       5
Vardas83114         Pavarde83114        9       4       10      4       3       7
Vardas83115         Pavarde83115        3       8       5       4       6       3
Vardas83116         Pavarde83116        1       5       8       10      7       8
Vardas83117         Pavarde83117        4       5       6       2       2       2
Vardas83118         Pavarde83118        6       6       4       9       3       7
Vardas83119         Pavarde83119        6       4       6       5       7       4
Vardas83120         Pavarde83120        3       10      4       7       4       3
Vardas83121         Pavarde83121        5       3       8       7       7       4
Vardas83122         Pavarde83122        9       3       9       2       2       4
Vardas83123         Pavarde83123        2       7       1       3       7       10
Vardas83124         Pavarde83124        5       3       1       7       3       3
Vardas83125         Pavarde83125        8       5       9       2       2       5
Vardas83126         Pavarde83126        1       2       4       1       10      1
Vardas83127         Pavarde83127        9       9       1       10      8       5
Vardas83128         Pavarde83128        5       8       4       1       10      10
Vardas83129         Pavarde83129        2       6       1       7       4       2
Vardas83130         Pavarde83130        1       3       10      7       7       6
Vardas83131         Pavarde83131        3       6       6       2       9       2
Vardas83132         Pavarde83132        7       8       10      3       5       3
Vardas83133         Pavarde83133        6       1       2       10      6       10
Vardas83134         Pavarde83134        9       8       8       9       8       6
Vardas83135         Pavarde83135        7       6       8       4       6       8
Vardas83136         Pavarde83136        8       7       5       2       5       10
Vardas83137         Pavarde83137        5       7       4       4       1       9
Vardas83138         Pavarde83138        8       1       10      7       1       5
Vardas83139         Pavarde83139        6       10      8       3       5       8
Vardas83140         Pavarde83140        6       4       4       3       2       7
Vardas83141         Pavarde83141        6       10      10      10      3       9
Vardas83142         Pavarde83142        9       5       1       10      7       1
Vardas83143         Pavarde83143        5       10      1       4       10      5
Vardas83144         Pavarde83144        10      9       6       9       2       4
Vardas83145         Pavarde83145        10      7       9       1       3       8
Vardas83146         Pavarde83146        4       9       2       9       7       6
Vardas83147         Pavarde83147        3       6       3       6       7       2
Vardas83148         Pavarde83148        2       2       8       2       2       9
Vardas83149         Pavarde83149        9       8       2       7       8       4
Vardas83150         Pavarde83150        4       8       9       7       7       5
Vardas83151         Pavarde83151        2       4       6       10      9       6
Vardas83152         Pavarde83152        2       6       9       8       10      4
Vardas83153         Pavarde83153        10      9       8       9       9       1
Vardas83154         Pavarde83154        5       3       4       10      3       3
Vardas83155         Pavarde83155        9       5       10      8       7       9
Vardas83156         Pavarde83156        3       6       7       5       4       1
Vardas83157         Pavarde83157        6       9       4       4       5       1
Vardas83158         Pavarde83158        2       1       2       6       1       3
Vardas83159         Pavarde83159        9       7       6       2       3       7
Vardas83160         Pavarde83160        5       9       2       7       2       1
Vardas83161         Pavarde83161        1       7       2       1       8       7
Vardas83162         Pavarde83162        2       7       9       9       8       5
Vardas83163         Pavarde83163        10      10      7       4       10      5
Vardas83164         Pavarde83164        8       1       10      6       6       5
Vardas83165         Pavarde83165        8       3       9       5       6       8
Vardas83166         Pavarde83166        6       2       1       9       10      5
Vardas83167         Pavarde83167        7       1       9       1       7       1
Vardas83168         Pavarde83168        8       1       7       5       9       3
Vardas83169         Pavarde83169        9       1       3       2       5       1
Vardas83170         Pavarde83170        9       8       6       2       3       4
Vardas83171         Pavarde83171        5       1       4       10      6       7
Vardas83172         Pavarde83172        5       6       3       3       6       8
Vardas83173         Pavarde83173        3       8       4       8       1       6
Vardas83174         Pavarde83174        10      6       1       9       4       5
Vardas83175         Pavarde83175        7       5       5       4       10      10
Vardas83176         Pavarde83176        7       6       1       6       7       1
Vardas83177         Pavarde83177        9       1       7       5       1       6
Vardas83178         Pavarde83178        7       3       5       3       10      5
Vardas83179         Pavarde83179        6       3       10      6       9       7
Vardas83180         Pavarde83180        6       5       2       4       5       7
Vardas83181         Pavarde83181        5       9       8       7       3       3
Vardas83182         Pavarde83182        2       4       10      7       7       10
Vardas83183         Pavarde83183        8       10      2       5       6       10
Vardas83184         Pavarde83184        6       5       2       10      1       2
Vardas83185         Pavarde83185        9       2       9       9       6       3
Vardas83186         Pavarde83186        1       6       1       5       2       9
Vardas83187         Pavarde83187        6       3       5       7       4       9
Vardas83188         Pavarde83188        2       1       2       6       3       6
Vardas83189         Pavarde83189        1       4       7       6       4       2
Vardas83190         Pavarde83190        10      6       10      10      8       3
Vardas83191         Pavarde83191        6       8       6       4       4       2
Vardas83192         Pavarde83192        2       7       5       8       2       2
Vardas83193         Pavarde83193        2       2       6       1       6       2
Vardas83194         Pavarde83194        3       5       6       6       3       8
Vardas83195         Pavarde83195        5       5       4       2       5       10
Vardas83196         Pavarde83196        5       6       3       9       4       9
Vardas83197         Pavarde83197        6       7       4       6       8       3
Vardas83198         Pavarde83198        8       6       6       6       5       9
Vardas83199         Pavarde83199        6       10      4       4       1       10
Vardas83200         Pavarde83200        10      8       6       6       9       5
Vardas83201         Pavarde83201        5       6       4       5       4       10
Vardas83202         Pavarde83202        5       2       4       4       4       1
Vardas83203         Pavarde83203        1       5       5       8       4       1
Vardas83204         Pavarde83204        5       7       7       8       2       9
Vardas83205         Pavarde83205        9       9       8       6       5       8
Vardas83206         Pavarde83206        3       5       10      1       6       1
Vardas83207         Pavarde83207        2       8       4       5       4       9
Vardas83208         Pavarde83208        7       9       6       10      1       10
Vardas83209         Pavarde83209        3       7       3       2       4       7
Vardas83210         Pavarde83210        6       7       7       7       2       5
Vardas83211         Pavarde83211        8       5       1       3       10      10
Vardas83212         Pavarde83212        7       5       9       9       5       3
Vardas83213         Pavarde83213        2       8       3       2       1       8
Vardas83214         Pavarde83214        3       10      8       8       3       4
Vardas83215         Pavarde83215        5       7       1       5       2       2
Vardas83216         Pavarde83216        10      4       1       7       3       8
Vardas83217         Pavarde83217        9       4       1       4       3       8
Vardas83218         Pavarde83218        1       4       10      5       6       8
Vardas83219         Pavarde83219        8       1       1       5       8       6
Vardas83220         Pavarde83220        5       7       1       3       5       9
Vardas83221         Pavarde83221        5       5       10      2       2       10
Vardas83222         Pavarde83222        5       9       9       6       1       3
Vardas83223         Pavarde83223        5       3       6       9       9       7
Vardas83224         Pavarde83224        1       6       1       1       8       3
Vardas83225         Pavarde83225        4       9       2       2       8       2
Vardas83226         Pavarde83226        8       1       2       10      1       6
Vardas83227         Pavarde83227        7       8       6       5       2       6
Vardas83228         Pavarde83228        3       5       10      3       4       7
Vardas83229         Pavarde83229        7       7       9       2       2       10
Vardas83230         Pavarde83230        10      1       2       5       7       10
Vardas83231         Pavarde83231        1       8       5       10      9       4
Vardas83232         Pavarde83232        8       9       5       3       4       3
Vardas83233         Pavarde83233        7       3       3       2       10      6
Vardas83234         Pavarde83234        2       7       10      3       8       5
Vardas83235         Pavarde83235        3       4       7       8       2       3
Vardas83236         Pavarde83236        2       6       1       1       4       2
Vardas83237         Pavarde83237        5       9       3       2       1       7
Vardas83238         Pavarde83238        9       8       1       3       4       3
Vardas83239         Pavarde83239        8       4       4       4       10      6
Vardas83240         Pavarde83240        2       6       7       2       6       5
Vardas83241         Pavarde83241        1       1       1       3       8       1
Vardas83242         Pavarde83242        7       4       5       10      4       3
Vardas83243         Pavarde83243        2       5       10      8       1       9
Vardas83244         Pavarde83244        4       2       9       3       3       7
Vardas83245         Pavarde83245        10      2       3       10      7       10
Vardas83246         Pavarde83246        9       3       4       5       6       7
Vardas83247         Pavarde83247        1       6       10      1       1       3
Vardas83248         Pavarde83248        8       5       2       5       5       4
Vardas83249         Pavarde83249        3       7       8       7       5       3
Vardas83250         Pavarde83250        9       7       9       9       7       6
Vardas83251         Pavarde83251        2       2       4       9       9       5
Vardas83252         Pavarde83252        1       4       5       4       10      10
Vardas83253         Pavarde83253        2       6       9       5       8       7
Vardas83254         Pavarde83254        5       9       1       8       2       5
Vardas83255         Pavarde83255        7       5       6       4       4       7
Vardas83256         Pavarde83256        5       9       8       4       10      2
Vardas83257         Pavarde83257        3       1       10      1       4       7
Vardas83258         Pavarde83258        4       2       1       5       5       2
Vardas83259         Pavarde83259        6       7       8       8       4       9
Vardas83260         Pavarde83260        4       7       8       3       9       5
Vardas83261         Pavarde83261        9       10      4       2       4       4
Vardas83262         Pavarde83262        9       10      7       3       9       10
Vardas83263         Pavarde83263        8       4       8       2       10      8
Vardas83264         Pavarde83264        3       9       3       9       8       2
Vardas83265         Pavarde83265        7       8       9       5       8       8
Vardas83266         Pavarde83266        8       9       10      8       6       3
Vardas83267         Pavarde83267        10      4       1       6       9       7
Vardas83268         Pavarde83268        10      6       8       7       6       1
Vardas83269         Pavarde83269        8       2       9       7       10      5
Vardas83270         Pavarde83270        2       8       3       4       5       10
Vardas83271         Pavarde83271        5       2       7       1       2       9
Vardas83272         Pavarde83272        9       9       10      2       5       6
Vardas83273         Pavarde83273        4       8       1       4       2       10
Vardas83274         Pavarde83274        10      1       2       2       3       9
Vardas83275         Pavarde83275        7       1       4       1       5       9
Vardas83276         Pavarde83276        1       10      8       6       6       6
Vardas83277         Pavarde83277        10      2       6       7       2       6
Vardas83278         Pavarde83278        6       5       10      10      4       1
Vardas83279         Pavarde83279        10      1       3       1       4       6
Vardas83280         Pavarde83280        8       8       3       4       4       4
Vardas83281         Pavarde83281        7       4       3       6       6       4
Vardas83282         Pavarde83282        10      3       4       9       3       6
Vardas83283         Pavarde83283        3       5       10      5       6       6
Vardas83284         Pavarde83284        6       10      8       6       7       9
Vardas83285         Pavarde83285        10      1       8       9       10      10
Vardas83286         Pavarde83286        1       9       3       1       1       6
Vardas83287         Pavarde83287        2       7       6       9       1       2
Vardas83288         Pavarde83288        4       9       7       9       5       2
Vardas83289         Pavarde83289        3       8       2       3       5       5
Vardas83290         Pavarde83290        6       7       9       3       7       4
Vardas83291         Pavarde83291        9       8       2       1       2       9
Vardas83292         Pavarde83292        10      3       7       3       8       4
Vardas83293         Pavarde83293        2       5       10      9       8       3
Vardas83294         Pavarde83294        9       10      3       5       10      7
Vardas83295         Pavarde83295        9       8       1       8       10      6
Vardas83296         Pavarde83296        6       10      3       1       5       6
Vardas83297         Pavarde83297        1       5       4       10      5       7
Vardas83298         Pavarde83298        8       3       9       8       1       9
Vardas83299         Pavarde83299        3       10      6       6       7       5
Vardas83300         Pavarde83300        6       8       9       8       9       3
Vardas83301         Pavarde83301        8       8       2       4       6       9
Vardas83302         Pavarde83302        4       8       8       6       9       4
Vardas83303         Pavarde83303        4       7       10      10      7       5
Vardas83304         Pavarde83304        1       7       3       4       4       6
Vardas83305         Pavarde83305        6       7       5       7       4       5
Vardas83306         Pavarde83306        2       4       8       7       7       9
Vardas83307         Pavarde83307        3       8       5       2       3       1
Vardas83308         Pavarde83308        4       6       5       10      9       4
Vardas83309         Pavarde83309        1       8       9       6       4       5
Vardas83310         Pavarde83310        5       8       2       1       7       8
Vardas83311         Pavarde83311        1       8       6       3       10      6
Vardas83312         Pavarde83312        9       8       3       3       6       1
Vardas83313         Pavarde83313        9       6       1       4       9       10
Vardas83314         Pavarde83314        6       9       5       4       8       2
Vardas83315         Pavarde83315        7       2       6       4       2       10
Vardas83316         Pavarde83316        8       6       2       2       2       9
Vardas83317         Pavarde83317        6       9       8       6       10      9
Vardas83318         Pavarde83318        2       7       4       10      8       3
Vardas83319         Pavarde83319        4       10      3       4       10      10
Vardas83320         Pavarde83320        3       3       6       3       4       5
Vardas83321         Pavarde83321        9       6       5       6       3       7
Vardas83322         Pavarde83322        10      4       9       9       5       2
Vardas83323         Pavarde83323        5       8       10      1       6       1
Vardas83324         Pavarde83324        6       4       5       5       8       4
Vardas83325         Pavarde83325        3       6       5       8       10      3
Vardas83326         Pavarde83326        8       10      9       10      6       2
Vardas83327         Pavarde83327        2       1       10      5       8       3
Vardas83328         Pavarde83328        2       8       7       1       10      1
Vardas83329         Pavarde83329        9       1       6       8       9       2
Vardas83330         Pavarde83330        1       1       2       1       9       4
Vardas83331         Pavarde83331        6       2       6       2       1       4
Vardas83332         Pavarde83332        1       5       5       6       4       7
Vardas83333         Pavarde83333        3       1       7       1       10      6
Vardas83334         Pavarde83334        8       10      4       3       10      1
Vardas83335         Pavarde83335        4       8       3       2       1       1
Vardas83336         Pavarde83336        6       9       8       9       2       6
Vardas83337         Pavarde83337        5       10      7       7       4       6
Vardas83338         Pavarde83338        1       9       9       1       5       4
Vardas83339         Pavarde83339        10      9       10      4       4       4
Vardas83340         Pavarde83340        8       7       3       1       8       9
Vardas83341         Pavarde83341        3       4       1       5       1       6
Vardas83342         Pavarde83342        3       4       6       6       6       7
Vardas83343         Pavarde83343        4       4       4       8       9       1
Vardas83344         Pavarde83344        2       2       6       4       9       10
Vardas83345         Pavarde83345        4       5       2       8       10      8
Vardas83346         Pavarde83346        4       9       7       10      9       3
Vardas83347         Pavarde83347        2       7       8       6       1       6
Vardas83348         Pavarde83348        1       9       2       8       3       3
Vardas83349         Pavarde83349        3       3       5       2       1       9
Vardas83350         Pavarde83350        10      7       10      1       4       4
Vardas83351         Pavarde83351        4       7       4       2       2       3
Vardas83352         Pavarde83352        4       1       4       6       10      7
Vardas83353         Pavarde83353        10      1       10      6       5       6
Vardas83354         Pavarde83354        10      1       6       1       4       9
Vardas83355         Pavarde83355        8       10      3       6       8       2
Vardas83356         Pavarde83356        7       8       4       2       8       1
Vardas83357         Pavarde83357        9       4       2       4       9       10
Vardas83358         Pavarde83358        8       5       3       8       5       9
Vardas83359         Pavarde83359        1       4       7       10      7       5
Vardas83360         Pavarde83360        3       2       5       7       8       6
Vardas83361         Pavarde83361        7       8       2       10      4       1
